Time (ms),Accelerometer X (mGal),Accelerometer Y (mGal),Accelerometer Z (mGal),Gyro X,Gyro Y,Gyro Z,Locomotion,Arm Motion,Arm Object
894791,-658,764,87,-423,189,-238,1,0,0
894824,-663,720,121,-297,158,-176,1,0,0
894858,-660,752,85,37,66,-192,1,0,0
894891,-619,906,39,-301,143,92,1,0,0
894924,-639,779,27,-360,223,65,1,0,0
894958,-670,815,54,-373,225,124,1,0,0
894991,-675,831,84,-653,219,174,1,0,0
895024,-680,722,114,-686,126,212,1,0,0
895058,-707,736,151,-457,153,277,1,0,0
895091,-676,713,172,-382,78,135,1,0,0
895124,-668,765,184,-543,85,171,1,0,0
895158,-671,754,159,-585,86,205,1,412,509
895191,-653,743,168,-611,76,196,1,412,509
895224,-624,765,156,-667,41,241,1,412,509
895258,-604,744,160,-410,26,196,1,412,509
895291,-596,741,168,-190,-11,229,1,412,509
895324,-590,737,194,-158,-21,181,1,412,509
895358,-588,787,158,-160,43,158,1,412,509
895391,-661,832,237,-366,6,186,1,412,509
895424,-735,828,267,-770,-53,323,1,412,509
895458,-792,794,289,-1202,-84,431,1,412,509
895491,-879,812,260,-1620,-119,520,1,412,509
895524,-931,855,302,-1582,-42,840,1,412,509
895558,-837,742,456,-1224,-192,1039,1,412,509
895591,-624,847,494,-308,-412,1105,1,412,509
895624,-342,896,442,425,-440,1216,1,412,509
895658,-77,1048,40,792,17,1535,1,412,509
895691,1,883,101,174,628,1697,1,412,509
895724,16,781,279,-288,730,1547,1,412,509
895758,-69,640,338,215,585,1475,1,412,509
895791,-150,736,349,717,524,1267,1,412,509
895824,-202,946,380,637,524,1302,1,412,509
895858,-208,899,353,528,458,1200,1,412,509
895891,-202,869,347,432,411,987,1,412,509
895924,-194,842,324,530,261,849,1,412,509
895958,-215,796,293,797,67,607,1,412,509
895991,-249,903,303,864,-187,482,1,412,509
896024,-212,971,292,914,-345,445,1,412,509
896058,-152,1017,183,974,-409,355,1,412,509
896091,-85,1138,175,422,-258,418,1,412,509
896124,-93,956,265,49,-425,468,1,412,509
896158,-32,976,80,172,-463,304,1,412,509
896191,-59,1058,92,51,-281,385,1,0,0
896224,-26,1011,99,208,-270,406,1,0,0
896258,-10,1051,114,170,-279,398,1,0,0
896291,10,1005,98,77,-257,431,1,0,0
896324,46,1008,10,12,-175,410,1,0,0
896358,64,1027,-3,81,148,484,1,0,0
896391,66,999,122,114,178,528,1,0,0
896424,88,977,97,-2,47,569,1,0,0
896458,114,1010,37,-113,218,529,1,0,0
896491,131,965,62,-62,360,531,1,0,0
896524,142,928,78,54,414,450,1,0,0
896558,166,935,13,94,585,325,1,0,0
896591,160,924,37,93,757,236,1,0,0
896624,151,933,55,187,810,203,1,0,0
896658,153,948,76,86,810,160,1,0,0
896691,115,923,84,147,858,136,1,0,0
896724,110,944,91,217,819,86,1,0,0
896758,125,946,96,240,762,107,1,0,0
896791,115,943,81,303,763,49,1,0,0
896824,95,958,106,192,757,15,1,0,0
896858,100,964,107,183,688,-56,1,0,0
896891,123,1004,119,165,648,-72,1,0,0
896924,121,973,71,66,603,-71,1,0,0
896958,106,1016,76,93,629,-70,1,0,0
896991,88,1016,71,118,689,-29,1,0,0
897024,88,1037,24,126,697,34,1,0,0
897058,72,1039,49,113,751,108,1,0,0
897091,63,1010,85,115,629,111,1,413,521
897124,35,1040,112,8,504,212,1,413,521
897158,46,1015,53,-4,465,274,1,413,521
897191,49,1039,38,3,427,332,1,413,521
897224,34,1066,74,-205,460,372,1,413,521
897258,27,1047,96,-252,363,307,1,413,521
897291,46,1046,153,-451,223,394,1,413,521
897324,73,1067,142,-744,78,474,1,413,521
897358,82,1031,174,-988,-143,437,1,413,521
897391,116,1046,225,-1122,-328,525,1,413,521
897424,106,1094,400,-1620,-627,565,1,413,521
897458,117,987,446,-1877,-958,553,1,413,521
897491,235,946,286,-956,-973,537,1,413,521
897524,339,966,153,-437,-621,498,1,413,521
897558,420,1017,97,-429,-137,547,1,413,521
897591,451,1002,62,-658,358,644,1,413,521
897624,426,774,88,-454,687,686,1,413,521
897658,395,777,132,-349,935,575,1,413,521
897691,314,545,439,-346,794,422,1,413,521
897724,325,590,448,-19,537,-15,1,413,521
897758,330,832,433,182,407,-214,1,413,521
897791,264,927,486,62,287,-187,1,413,521
897824,295,926,431,-8,261,-4,1,413,521
897858,291,867,408,87,259,-35,1,413,521
897891,317,1004,443,-34,409,231,1,413,521
897924,248,615,575,-171,341,160,1,413,521
897958,285,906,528,-34,131,54,1,413,521
897991,340,822,558,48,-71,236,1,413,521
898024,348,777,553,-27,-173,335,1,413,521
898058,332,825,541,-30,-349,322,1,413,521
898091,337,861,485,-309,-511,424,1,413,521
898124,410,738,359,-408,-573,365,1,413,521
898158,346,843,461,-438,-404,287,1,413,521
898191,358,818,506,-325,-479,297,1,413,521
898224,411,785,516,-245,-500,217,1,413,521
898258,476,776,400,-217,-411,218,1,413,521
898291,494,839,430,-347,-135,287,1,413,521
898324,474,720,485,-294,-18,355,1,413,521
898358,492,690,472,-332,66,375,1,413,521
898391,497,674,477,-352,92,312,1,413,521
898424,472,665,595,-131,-5,280,1,413,521
898458,478,680,555,-90,-160,275,1,413,521
898491,492,666,540,-128,-172,356,1,413,521
898524,528,678,487,-204,-106,316,1,413,521
898558,540,713,504,-338,-49,370,1,413,521
898591,558,716,531,-285,-14,446,1,413,521
898624,564,732,590,-344,-61,531,1,413,521
898658,573,767,619,-520,-134,688,1,413,521
898691,586,731,576,-644,-135,870,1,413,521
898724,571,683,591,-689,-168,983,1,413,521
898758,581,615,572,-713,-280,1025,1,413,521
898791,602,588,538,-708,-352,1091,1,413,521
898824,612,527,522,-712,-358,1054,1,413,521
898858,632,484,498,-632,-367,969,1,413,521
898891,639,476,489,-633,-393,905,1,413,521
898924,648,415,488,-647,-415,794,1,413,521
898958,667,378,491,-582,-451,654,1,413,521
898991,692,335,464,-523,-447,544,1,413,521
899024,721,319,489,-460,-340,470,1,413,521
899058,759,290,509,-424,-306,425,1,413,521
899091,775,281,485,-377,-264,338,1,413,521
899124,774,246,478,-335,-190,293,1,413,521
899158,786,233,491,-210,-108,301,1,413,521
899191,802,224,487,-121,-67,308,1,413,521
899224,804,216,518,-89,-52,257,1,413,521
899258,825,206,506,-13,-72,239,1,413,521
899291,833,210,498,8,-51,233,1,413,521
899324,839,218,511,87,12,313,1,413,521
899358,840,191,525,91,86,309,1,413,521
899391,831,211,542,67,128,339,1,413,521
899424,828,203,555,101,41,343,1,0,0
899458,827,166,524,97,-4,285,1,0,0
899491,819,182,521,111,20,261,1,0,0
899524,827,218,534,90,-44,186,1,0,0
899558,831,208,510,93,-24,205,1,0,0
899591,813,181,520,143,53,190,1,0,0
899624,823,175,549,150,78,202,1,0,0
899658,823,161,561,104,91,187,1,0,0
899691,815,151,564,72,23,150,1,0,0
899724,808,177,531,70,23,85,1,0,0
899758,819,164,516,110,-2,70,1,0,0
899791,821,174,537,72,50,45,1,0,0
899824,817,167,568,43,66,79,1,0,0
899858,802,137,574,26,19,81,1,0,0
899891,824,154,566,9,-14,117,1,0,0
899924,826,151,557,26,0,148,1,0,0
899958,815,134,547,24,-61,152,1,0,0
899991,825,115,552,-10,-36,155,1,0,0
900024,816,137,543,45,-62,96,1,0,0
900058,826,167,550,36,-83,142,1,0,0
900091,829,143,557,21,-129,101,1,0,0
900124,841,136,547,34,-147,101,1,0,0
900158,851,143,547,21,-97,125,1,0,0
900191,849,141,547,2,-80,149,1,0,0
900224,849,130,528,23,-62,131,1,0,0
900258,864,157,509,58,-30,55,1,0,0
900291,844,141,512,71,-33,75,1,0,0
900324,853,153,543,24,6,68,1,0,0
900358,845,133,536,-20,7,11,1,0,0
900391,847,139,506,-9,51,38,1,0,0
900424,851,156,509,9,49,40,1,0,0
900458,852,141,525,-16,30,106,1,0,0
900491,863,147,504,-28,48,87,1,0,0
900524,850,150,500,-27,49,130,1,0,0
900558,830,134,501,-24,58,122,1,0,0
900591,831,138,497,-1,8,68,1,0,0
900624,824,121,485,2,24,11,1,0,0
900658,822,135,492,33,43,17,1,0,0
900691,818,141,492,21,43,-69,1,0,0
900724,816,140,489,49,9,-89,1,0,0
900758,813,133,487,36,10,-126,1,0,0
900791,794,127,516,37,21,-151,1,0,0
900824,789,132,479,-36,-54,-137,1,0,0
900858,800,174,450,-41,-72,-161,1,0,0
900891,811,199,461,9,-127,-159,1,0,0
900924,833,121,436,183,-245,-210,1,0,0
900958,814,145,453,303,-232,-413,1,0,0
900991,833,138,461,401,-226,-515,1,0,0
901024,827,223,504,433,-380,-657,1,0,0
901058,809,271,481,348,-521,-758,1,0,0
901091,796,265,385,171,-597,-934,1,0,0
901124,768,283,352,135,-516,-1113,1,0,0
901158,765,295,346,169,-548,-1224,1,0,0
901191,787,341,246,175,-541,-1401,1,0,0
901224,826,431,224,276,-498,-1426,1,413,521
901258,805,501,281,432,-375,-1379,1,413,521
901291,804,552,319,293,-422,-1318,1,413,521
901324,845,643,293,211,-476,-1190,1,413,521
901358,826,664,244,80,-465,-1017,1,413,521
901391,817,673,254,83,-450,-917,1,413,521
901424,788,681,237,155,-456,-913,1,413,521
901458,787,681,257,162,-417,-839,1,413,521
901491,827,713,263,145,-333,-713,1,413,521
901524,818,737,242,101,-218,-558,1,413,521
901558,793,737,249,93,-77,-432,1,413,521
901591,772,739,239,92,58,-267,1,413,521
901624,742,730,204,29,168,-124,1,413,521
901658,715,715,190,38,268,-44,1,413,521
901691,685,725,188,126,314,35,1,413,521
901724,656,743,193,189,287,127,1,413,521
901758,642,742,221,215,252,182,1,413,521
901791,646,739,232,200,220,246,1,413,521
901824,666,752,253,190,154,190,1,413,521
901858,661,724,265,190,102,187,1,0,0
901891,656,688,266,201,237,178,1,0,0
901924,658,709,278,199,233,178,1,0,0
901958,649,745,276,104,242,264,1,0,0
901991,635,736,276,20,191,235,1,0,0
902024,634,709,265,-1,191,190,1,0,0
902058,638,704,258,-29,116,134,1,0,0
902091,639,705,257,-1,72,120,1,0,0
902124,635,708,262,-71,70,101,1,0,0
902158,645,699,273,-93,24,85,1,0,0
902191,667,702,266,-106,34,29,1,0,0
902224,688,700,252,-102,12,44,1,0,0
902258,692,705,262,-81,34,18,1,0,0
902291,693,695,288,-102,43,53,1,0,0
902324,692,672,302,-186,68,92,1,0,0
902358,708,683,301,-245,76,90,1,0,0
902391,712,705,298,-302,130,140,1,0,0
902424,710,703,309,-325,102,144,1,0,0
902458,718,705,336,-386,111,212,1,0,0
902491,735,687,326,-448,244,288,1,0,0
902524,739,656,350,-471,368,350,1,0,0
902558,747,642,397,-497,490,454,1,0,0
902591,767,641,415,-584,456,514,1,0,0
902624,786,627,404,-618,390,651,1,0,0
902658,785,566,405,-631,390,822,1,0,0
902691,779,508,439,-626,370,844,1,0,0
902724,775,469,446,-612,263,869,1,0,0
902758,780,451,417,-523,188,886,1,0,0
902791,769,420,446,-454,201,882,1,0,0
902824,770,380,453,-422,198,923,1,0,0
902858,758,357,451,-327,135,840,1,413,521
902891,748,339,444,-256,122,821,1,413,521
902924,749,319,459,-215,18,790,1,413,521
902958,752,276,471,-194,-38,708,1,413,521
902991,772,278,468,-135,-108,683,1,413,521
903024,786,241,462,-55,-114,544,1,413,521
903058,802,242,492,-16,-93,577,1,413,521
903091,817,230,496,1,-101,536,1,413,521
903124,820,221,504,-68,-94,516,1,413,521
903158,829,223,491,-50,-80,559,1,413,521
903191,829,205,491,-44,-22,551,1,413,521
903224,822,179,514,-89,-41,501,1,413,521
903258,818,175,497,-38,-65,411,1,413,521
903291,822,177,484,-23,-37,375,1,413,521
903324,813,153,493,-31,-37,323,1,413,521
903358,822,141,497,-43,-23,248,1,413,521
903391,840,125,485,-50,5,186,1,413,521
903424,845,112,487,-8,15,143,1,413,521
903458,862,101,481,29,11,51,1,413,521
903491,869,126,516,-20,40,47,1,413,521
903524,883,136,491,-38,-13,72,1,413,521
903558,879,137,488,-20,-1,93,1,413,521
903591,870,129,502,-21,-31,117,1,413,521
903624,866,135,509,-123,-41,114,1,413,521
903658,868,114,505,-191,-42,132,1,413,521
903691,867,107,509,-206,-34,110,1,413,521
903724,871,92,472,-208,-49,89,1,413,521
903758,865,61,452,-138,-10,50,1,413,521
903791,858,76,454,-66,9,-18,1,413,521
903824,864,81,470,-30,51,33,1,413,521
903858,873,70,473,-22,-26,53,1,413,521
903891,875,59,479,-13,21,66,1,413,521
903924,879,82,477,77,6,61,1,413,521
903958,867,72,475,62,41,68,1,413,521
903991,869,72,486,54,6,66,1,413,521
904024,868,83,494,58,36,55,1,413,521
904058,872,88,483,56,28,23,1,413,521
904091,861,86,486,101,16,28,1,413,521
904124,862,95,482,98,33,8,1,413,521
904158,865,89,486,109,52,20,1,413,521
904191,870,98,487,109,21,24,1,413,521
904224,872,99,489,134,50,43,1,413,521
904258,869,90,487,151,-1,41,1,413,521
904291,868,90,493,115,21,69,1,0,0
904324,872,89,490,144,32,85,1,0,0
904358,869,86,481,100,33,130,1,0,0
904391,871,96,493,121,25,97,1,0,0
904424,867,93,484,134,2,75,1,0,0
904458,869,96,486,119,-13,89,1,0,0
904491,867,90,498,95,54,123,1,0,0
904524,876,83,488,101,-30,78,1,0,0
904558,880,87,486,87,3,83,1,0,0
904591,862,97,497,97,51,55,1,0,0
904624,864,98,498,115,43,11,1,0,0
904658,862,103,493,76,11,41,1,0,0
904691,858,101,489,82,48,17,1,0,0
904724,857,98,493,63,14,-1,1,0,0
904758,860,103,490,71,0,-20,1,0,0
904791,864,104,496,88,33,-10,1,0,0
904824,863,102,500,51,-1,-7,1,0,0
904858,860,109,489,69,10,-10,1,0,0
904891,855,110,490,43,58,0,1,0,0
904924,855,108,481,73,28,-52,1,0,0
904958,848,102,482,80,12,-72,1,0,0
904991,849,111,477,106,26,-76,1,0,0
905024,857,124,476,99,10,-106,1,0,0
905058,859,106,491,93,31,-95,1,0,0
905091,856,121,499,87,-15,-143,1,0,0
905124,855,136,488,83,8,-209,1,0,0
905158,851,132,488,100,21,-183,1,0,0
905191,841,145,489,88,21,-207,1,413,521
905224,828,141,494,96,-37,-282,1,413,521
905258,835,157,479,116,-40,-343,1,413,521
905291,814,156,500,169,-118,-449,1,413,521
905324,788,165,511,117,-234,-540,1,413,521
905358,769,200,464,211,-261,-729,1,413,521
905391,721,258,488,166,-297,-830,1,413,521
905424,726,262,413,159,-322,-1027,1,413,521
905458,724,353,411,110,-252,-1178,1,413,521
905491,709,365,401,182,-254,-1297,1,413,521
905524,715,379,394,314,-328,-1509,1,413,521
905558,702,428,369,275,-401,-1718,1,413,521
905591,718,496,338,293,-410,-1892,1,413,521
905624,708,562,379,265,-426,-1983,1,413,521
905658,710,656,336,214,-457,-1999,1,413,521
905691,703,731,275,229,-345,-1953,1,413,521
905724,730,738,359,237,-291,-1863,1,413,521
905758,672,797,295,215,-295,-1717,1,413,521
905791,649,855,255,254,-237,-1598,1,413,521
905824,647,890,351,201,-121,-1289,1,413,521
905858,632,861,380,160,-58,-1016,1,413,521
905891,590,907,304,88,-70,-855,1,413,521
905924,521,961,248,68,-30,-648,1,0,0
905958,447,910,240,59,-15,-472,1,0,0
905991,391,876,266,91,-91,-399,1,0,0
906024,360,892,226,132,-238,-391,1,0,0
906058,341,912,203,240,-335,-374,1,0,0
906091,323,948,208,180,-375,-393,1,0,0
906124,313,921,240,144,-422,-401,1,0,0
906158,323,958,240,146,-539,-411,1,0,0
906191,310,965,228,-28,-687,-496,1,0,0
906224,295,958,220,-181,-804,-527,1,0,0
906258,275,939,204,-248,-929,-628,1,0,0
906291,255,945,199,-302,-1029,-684,1,0,0
906324,228,937,197,-298,-1053,-817,1,0,0
906358,227,961,191,-335,-1157,-856,1,0,0
906391,234,968,177,-314,-1210,-890,1,0,0
906424,240,989,181,-272,-1282,-912,1,0,0
906458,255,995,182,-346,-1306,-867,1,0,0
906491,260,943,191,-372,-1289,-801,1,0,0
906524,291,925,207,-382,-1261,-695,1,0,0
906558,277,967,211,-369,-1171,-520,1,0,0
906591,272,945,260,-519,-1184,-245,1,0,0
906624,300,824,326,-678,-1168,9,1,0,0
906658,344,834,331,-650,-1198,20,1,0,0
906691,363,899,312,-639,-1093,29,1,0,0
906724,385,926,314,-615,-920,66,1,0,0
906758,394,962,317,-646,-877,24,2,0,0
906791,393,985,324,-567,-764,153,2,0,0
906824,386,919,359,-610,-640,304,2,0,0
906858,386,792,398,-580,-542,283,2,0,0
906891,407,767,393,-421,-508,241,2,0,0
906924,447,791,385,-270,-395,273,2,0,0
906958,500,743,392,-253,-277,274,2,0,0
906991,519,728,378,-193,-134,262,2,0,0
907024,543,708,339,-111,21,201,2,0,0
907058,536,707,354,145,228,94,2,0,0
907091,524,780,350,324,317,26,2,0,0
907124,470,838,337,443,431,-12,2,0,0
907158,412,820,341,511,684,60,2,0,0
907191,370,822,356,601,763,37,2,0,0
907224,316,892,292,619,813,85,2,0,0
907258,268,994,195,511,911,17,2,0,0
907291,213,1043,144,610,1029,-49,2,0,0
907324,179,1066,155,481,1073,53,2,0,0
907358,182,1072,128,270,1023,162,2,0,0
907391,163,1124,90,192,991,142,2,0,0
907424,134,1150,105,165,1005,106,2,0,0
907458,107,1112,166,57,989,96,2,0,0
907491,142,1042,172,-35,922,89,2,0,0
907524,175,1052,144,24,910,24,2,0,0
907558,134,1081,143,108,1023,101,2,0,0
907591,103,1081,195,64,934,304,2,0,0
907624,105,1074,196,-53,848,355,2,0,0
907658,83,1000,178,18,831,505,0,0,0
907691,69,938,228,5,790,505,0,0,0
907724,99,903,248,-39,775,503,0,0,0
907758,138,897,246,-2,697,506,1,0,0
907791,149,924,249,-62,717,456,1,0,0
907824,151,881,291,-129,727,386,1,0,0
907858,168,851,306,-112,680,298,1,0,0
907891,180,805,295,2,682,210,1,0,0
907924,185,711,340,169,655,235,1,0,0
907958,236,644,367,211,632,222,1,0,0
907991,275,656,370,361,662,152,1,0,0
908024,308,739,351,402,724,26,1,0,0
908058,269,781,373,456,833,-111,1,0,0
908091,248,777,377,660,990,-204,1,0,0
908124,225,808,394,642,1176,-215,1,0,0
908158,138,847,428,581,1233,-191,1,0,0
908191,31,945,379,592,1087,-214,1,0,0
908224,11,983,356,614,1015,-199,1,0,0
908258,42,1004,355,609,886,-174,1,0,0
908291,69,952,321,777,780,-236,1,0,0
908324,40,1014,253,781,920,-270,1,0,0
908358,30,919,222,811,1040,-332,1,0,0
908391,70,1002,207,917,1009,-459,1,0,0
908424,15,1160,136,647,877,-510,1,0,0
908458,-44,1114,173,229,827,-406,1,0,0
908491,28,941,152,189,797,-415,1,0,0
908524,54,1033,188,583,750,-404,1,0,0
908558,16,1047,280,235,505,-196,1,0,0
908591,70,1052,213,126,199,-130,1,0,0
908624,49,1137,175,-227,108,-5,1,0,0
908658,25,1015,196,-329,-51,90,1,0,0
908691,63,972,157,-166,-248,60,1,0,0
908724,113,998,97,-286,-303,4,0,413,521
908758,107,973,98,-449,-387,55,0,413,521
908791,76,933,58,-348,-423,-76,0,413,521
908824,-4,930,60,-363,-324,-149,0,413,521
908858,-56,939,45,-511,-230,-268,0,413,521
908891,-139,877,91,-297,-223,-418,0,413,521
908924,-178,858,39,158,-225,-493,0,413,521
908958,-187,929,81,281,-122,-561,0,413,521
908991,-219,1021,159,249,-155,-434,0,413,521
909024,-218,1031,109,228,-337,-376,0,413,521
909058,-283,1045,62,222,-264,-356,0,413,521
909091,-338,996,133,472,-312,-345,0,413,521
909124,-407,1052,149,509,-417,-349,0,413,521
909158,-382,1019,132,393,-296,-272,0,413,521
909191,-301,1018,132,307,-142,-302,0,413,521
909224,-248,1060,152,-2,-37,-316,0,413,521
909258,-225,1004,116,-18,-54,-348,0,413,521
909291,-223,981,102,-4,106,-378,0,413,521
909324,-269,955,152,-186,161,-438,0,413,521
909358,-283,984,141,-254,49,-377,0,413,521
909391,-272,869,121,-247,39,-375,0,413,521
909424,-267,1052,83,-369,63,-199,0,413,521
909458,-339,1030,204,-269,-39,-169,0,413,521
909491,-282,1004,185,-298,-79,-198,0,413,521
909524,-354,1065,223,-529,-107,-256,0,413,521
909558,-433,1064,204,-747,-95,-183,0,0,0
909591,-466,927,151,-730,31,-105,0,412,521
909624,-561,1066,223,-818,114,128,0,412,521
909658,-625,993,184,-1088,194,500,0,412,521
909691,-722,729,95,-965,500,581,0,412,521
909724,-654,829,162,-857,871,561,0,412,521
909758,-433,887,132,-1668,1269,497,0,412,521
909791,-266,740,167,-2147,1745,290,0,412,521
909824,-174,507,438,-1693,1701,140,0,412,521
909858,-65,470,551,-723,1054,-177,0,412,521
909891,-80,640,440,6,580,-480,0,412,521
909924,-168,741,492,602,326,-520,0,412,521
909958,-197,772,571,844,-84,-407,0,412,521
909991,-218,846,568,732,-317,-397,0,412,521
910024,-281,789,486,671,-241,-392,0,412,521
910058,-371,841,458,669,-33,-334,0,412,521
910091,-439,892,487,434,114,-340,0,412,521
910124,-454,886,454,431,164,-328,0,412,521
910158,-430,962,445,360,89,-165,0,412,521
910191,-359,898,432,336,-69,-11,0,412,521
910224,-308,865,360,537,-226,81,0,412,521
910258,-315,879,312,501,-216,81,0,412,521
910291,-371,863,309,451,-194,30,0,412,521
910324,-347,874,265,545,-126,148,0,412,521
910358,-349,957,273,433,-26,270,0,412,521
910391,-407,978,302,304,12,355,0,412,521
910424,-442,958,282,188,-28,394,0,412,521
910458,-450,976,254,91,6,376,0,412,521
910491,-446,933,251,114,35,414,0,412,521
910524,-421,908,268,145,-86,392,0,412,521
910558,-412,907,266,-38,-169,354,0,412,521
910591,-385,909,242,-102,-270,334,0,412,521
910624,-374,906,246,-214,-389,418,0,412,521
910658,-342,823,258,-269,-500,355,0,412,521
910691,-322,887,220,-258,-641,386,0,412,521
910724,-338,894,188,-314,-666,351,0,412,521
910758,-301,873,174,-45,-615,247,0,412,521
910791,-270,883,178,128,-517,15,0,412,521
910824,-240,982,165,145,-199,-114,0,412,521
910858,-287,1045,229,211,-16,-65,0,412,521
910891,-407,990,265,305,-98,-144,0,412,521
910924,-515,956,227,602,-307,-407,0,412,521
910958,-552,984,182,923,-401,-573,0,0,0
910991,-557,951,267,975,-570,-710,0,0,0
911024,-477,891,228,812,-715,-775,0,0,0
911058,-413,860,206,691,-793,-835,0,0,0
911091,-380,841,190,641,-866,-899,0,0,0
911124,-398,833,103,636,-865,-1051,0,0,0
911158,-439,839,115,528,-669,-1154,0,0,0
911191,-513,676,136,335,-399,-1393,0,0,0
911224,-618,711,97,311,-263,-1641,0,0,0
911258,-655,759,135,72,-601,-1698,0,0,0
911291,-591,844,261,637,-1197,-1389,0,0,0
911324,-522,1021,99,1149,-1482,-719,0,0,0
911358,-352,901,130,797,-1686,-48,0,0,0
911391,-364,794,-59,867,-1522,152,0,0,0
